Categ,dbID,siteID,SiteName,SubTitle,Lat,Lon,Desc,Sview,Sviewlat,Sviewlong,Heading,Zoom,Pitch,top,mapzoom,sponsor,ImageN,Image1,Image2,Image3,Image4
3,350,S32,Queenston Heights,The Niagara Escarpment in the War of 1812,43.161546,-79.05024,"With Britain focused on the Napoleonic Wars in Europe, the Americans thought they could take Canada by a series of cross-border strikes at Montreal, Kingston, and here at the Niagara River. It was the War of 1812 and the geology and landscape of this region played a significant role. Canada's survival hinged on keeping high ground in the face of invading American forces. The mouth of the Niagara Gorge was of strategic value to both the British and Americans because it marked the start of overland portages from Lake Ontario, along the Niagara River southward around Niagara Falls to Lake Erie. Whoever controlled this part of the Niagara River held sway over the entire Niagara Peninsula. ",n,NA,NA,NA,NA,NA,y,16,,2,sitePictures/S32a.jpg,sitePictures/S32b.jpg,sitePictures/S32c.jpg,sitePictures/S32d.jpg
3,351,S33,Lockport and Erie Canal,Gateway to the West,43.171394,-78.692349,"The 580 kilometre long Erie Canal opened in 1825. It stretches between the Hudson River in the east and Lake Erie in the west, with the main challenge being the ridge of the Niagara Escarpment. It was solved by building 5 locks, with a lift of 12 feet each, at the town of Lockport and 83 locks over the entire Erie Canal.  It opened up the American Midwest for immigrants and development, and transformed New York City into an economic powerhouse.",n,NA,NA,NA,NA,NA,n,17,,NA,sitePictures/S33a.jpg,sitePictures/S33b.jpg,sitePictures/S33c.jpg,sitePictures/S33d.jpg
3,352,S34,Love Canal,Birthplace of the Environmental Movement,43.0805,-78.949,"Tucked away almost out of sight, on the north side of the Niagara River where it arcs lazily around Grand Island, is one of the most notorious sites in North America: Love Canal. Driving through its pleasant residential neighborhoods and parks it is difficult to see what all the fuss was about in the late 1970's when health concerns in the surrounding community helped force a state of emergency and the relocation of 800 families, an event that spawned the modern environmental movement. This occurred after the Love Canal, initially built to for hydroelectric power, became obsolete and turned into a waste site that did not contain its potent contents.",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/S34a.jpg,sitePictures/S34b.jpg,sitePictures/S34c.jpg,sitePictures/S34d.jpg
4,353,S35,The Whirlpool Basin,&  Buried St.Davids Gorge,43.12341,-79.06839,"Our favorite half-day hike in southern Ontario is in the Lower Great Gorge of the Niagara River at the Whirlpool Basin. Here deep in the gorge, its full splendor and geology can be seen free of the tourists that crowd its rim by taking the enjoyable 2 kilometres,and clearly marked,trail. Of course if you are not up to hiking,grab a ride in the jet boat from Niagara-on-the-Lake, which takes you up river as far as the Whirlpool Basin; it's much faster, also wetter and you'll have an unforgettable experience.",n,NA,NA,NA,NA,NA,y,15,,2,sitePictures/S35a.jpg,sitePictures/S35b.jpg,sitePictures/S35c.jpg,sitePictures/S35d.jpg
1,354,S36,The Niagara Escarpment,Niagara Glen,43.130176,-79.059071,This abrupt edge of the Niagara Escarpment is southern Ontario's most prominent topographic feature. It separates the Erie and Ontario lake Basins and is the backbone of the Niagara and Bruce Peninsulas. The Escarpment consists of old rocks (from the Silurian age) and heavily marked by glacial erosion. The Niagara Glen Natural Reserve offers a spectacular look inside the Niagara Gorge and this unique Canadian landscape.,n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S36a.jpg,sitePictures/S36b.jpg,sitePictures/S36c.jpg,sitePictures/S36d.jpg
1,355,S37,Niagara Falls and Gorge,,43.079201,-79.078499,"Between Lake Erie and Lake Ontario, the Niagara River drops 100 metres that includes an abrupt drop over the lip of the Niagara Escarpment at Niagara Falls. The falls are stunning in any season, both night and day, and are arguably the greatest geological wonder in Ontario. One can venture beneath them on the Maid of the Mist boat or take an elevator from Table Rock overlook down to river level where you can go behind the Falls to witness their awesome power at close range. The recession of the falls began discussions on its age and subsequently the age of the Earth.",n,NA,NA,NA,NA,NA,y,17,,1,sitePictures/S37a.jpg,sitePictures/S37b.jpg,sitePictures/S37c.jpg,sitePictures/S37d.jpg
3,356,S38,Fort York,,43.638948,-79.403837,"Fort York was built in 1793 on the cliff top overlooking Lake Ontario close to the large natural harbour at the mouth of the Don River. Tension between Britain and the United States lead to outright war in July 1812 when American forces briefly invaded Upper Canada at Windsor. The British rebuilt Fort York in the fall of 1813 and it remained in use until 1870. In 1934 it was restored to celebrate Toronto's 100 years as a city. Fort York is located on its original site, but it no longer sits on a cliff overlooking Lake Ontario. In fact, because of extensive man-made infilling of the lake, Fort York now sits well inland within the shadow of the Gardiner Expressway. ",y,43.639818,-79.401046,232.49,0,-6.61,n,16,,NA,sitePictures/S38a.jpg,sitePictures/S38b.jpg,sitePictures/S38c.jpg,sitePictures/S38d.jpg
3,357,S39,Lundy's Lane,,43.089321,-79.095598,"The fight was known as The Battle of Lundy's Lane, and was one of the pivotal events of the War of 1812. It was also one of the bloodiest battles to ever take place on Canadian soil. The hill changed hands several times before the Americans were finally driven off. A memorial at the site commemorates the some 2,000 American,Canadian, and British troops who were killed or wounded during the historic battle. Shockingly, much of the site, and the graves of many soldiers, were quarried for sand and gravel  in the 1850s.",y,43.089496,-79.095546,176.44,0,-2.6,n,17,,2,sitePictures/S39a.jpg,sitePictures/S39b.jpg,sitePictures/S39c.jpg,sitePictures/S39d.jpg
1,322,S4,Whitby Shale,Portrait of a Killer,43.81394,-79.15121,Hidden deep in the Little Rouge Valley just east of Scarborough is a superb outcrop of the late Ordovician Whitby Shale. This rock type extends all the way from Lake Ontario to Georgian Bay but is largely hidden by thick glacial sediments. Shale is compacted and lithified mud formed on the bottom of a deep sea that flooded Southern Ontario some 450 million years ago. The mud was derived from huge rivers to the south that were draining a volcanic mountain chain. The sudden influx of mud killed off the extensive limestone reefs that had flourished across Ontario.,n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S4a.jpg,sitePictures/S4b.jpg,sitePictures/S4c.jpg,sitePictures/S4d.jpg
3,358,S40,Ridgeway,,42.903968,-79.041278,"The Battle of Ridgeway on the northern shore of Lake Erie was fought in June 1866 along the crest of the Onondaga Escarpment, comprised of Devonian-aged Onondaga Limestone. It's not surprising that the battle is also known as the ""Battle of Lime Ridge."" The battle marked the largest clash during the Fenian Raids, a series of organized attacks on Canada by the secretive Fenian Brotherhood of New York City. This group was a ragtag assembly of ex-Civil War veterans and Irish nationalists who thought they could pressure Great Britain into freeing Ireland. The battle was chaotic and the Fenians drove off the Canadian militia, briefly taking Fort Erie but later withdrawing in the face of approaching Canadian and British reinforcements. The Fenian Raids did little for Ireland, but they did stimulate a growing sense of Canadian unity in the early years of Confederation. Whatever the case, geology played its part. The Canadian Volunteers Monument commemorates this (Site S71).",y,42.90381,-79.041631,356.58,0,2.75,n,16,,NA,sitePictures/S40a.jpg,sitePictures/S40b.jpg,sitePictures/S40c.jpg,sitePictures/S40d.jpg
3,359,S41,Welland Canal,Ships in Motion over the Niagara Escarpment,42.901276,-79.246274,"The Niagara Escarpment has always been a major transportation obstacle within the Great Lakes region. And settlers have for centuries tried to get around it as quickly and easily as possible. In fact, there were 3 circuitous canals that predated today's 43.5 kilometre long masterpiece that connects Lakes Erie and Ontario as part of the St. Lawrence Seaway. A series of 7 locks lift ships above the escarpment on its north (Lake Ontario) side. An 8th lock controls the entrance to the canal at Port Colborne on Lake Erie. Lock 8 is almost 100 metres above Lock 2 at Port Weller on Lake Ontario.",n,42.901545,-79.245458,189.17,0,-1.89,n,16,,2,sitePictures/S41a.jpg,sitePictures/S41b.jpg,sitePictures/S41c.jpg,sitePictures/S41d.jpg
2,360,S42,Port Colborne Quarry,An Ancient Coral Reef and Modern Day Pop-Up,42.88083333,-79.30566667,"This quarry on Quarrie Road just west of Port Colborne is one of the best places in Ontario to walk over an ancient reef just like those in the Caribbean today. There are abundant remains of coral, bryozoa, crinoids, gastropods, and even rare armour plating from the first primitive fish. The rock surfaces are extensively scoured by glacial striations from the last ice age, between 20-13,000 years ago. A small ridge, 1 metre high and 150 metres long, on the northern quarry floor (called a ""pop up"") records the deformation of rock layers during a small earthquake.",n,NA,NA,NA,NA,NA,n,16,,2,sitePictures/S42a.jpg,sitePictures/S42b.jpg,sitePictures/S42c.jpg,sitePictures/S42d.jpg
3,361,S43,Canadian Drilling Rig Museum,,42.847386,-79.843944,"Ontario has about 1,300 gas wells which produce hundreds of millions of cubic metres of natural gas every year.  The Canadian Drilling Rig Museum in Selkirk provides events, reconstructions and information about the history of the natural gas industry in Ontario. The key piece of their collection is a fully restored 1896 cable tool-drilling rig which is used during Fall open houses. ",y,NA,NA,249.88,0,-2.83,n,14,,NA,sitePictures/S43a.jpg,sitePictures/S43b.jpg,sitePictures/S43c.jpg,sitePictures/S43d.jpg
2,362,S44,Rock Point,Picnic on a Devonian Seafloor,42.84166667,-79.55,"Rock Point near Maitland on the north shore of Lake Erie is in Rock Point Provincial Park. It is a little piece of the Onondaga Escarpment jutting out into the lake. It exposes prolific specimens of corals that flourished in a Devonian sea that covered most of mid-continent North America some 400 million years ago when Ontario lay near the equator. Rock Point makes a fine picnic spot on a summer afternoon while camping in the park by the beach. Away from the point, there are wide sandy beaches.",n,NA,NA,NA,NA,NA,n,16,,NA,sitePictures/S44a.jpg,sitePictures/S44b.jpg,sitePictures/S44c.jpg,sitePictures/S44d.jpg
3,363,S45,Hyde Park Landfill,,43.1,-78.99333333,"Mention Hyde Park and most people think of one of the largest parks in central London, England. That park was constructed in the 19th century using waste materials (fill) to bury an old river valley. Ironically, its namesake in New York State close to Niagara Falls is one of the largest chemical waste sites in the world; some 4 times larger than the notorious Love Canal dumpsite (Site S34). Hyde Park dumpsite is the large green hill seen from I-190 (and the outlet malls in the area), but it is no place to take a walk as it contains some 80 000 tonnes of chemical wastes.",n,NA,NA,NA,NA,NA,n,15,,1,sitePictures/S45a.jpg,sitePictures/S45b.jpg,sitePictures/S45c.jpg,sitePictures/S45d.jpg
5,364,S46,Devil's Hole,Tempestites in Silurian Seas,43.13383333,-79.04666667,Enormous tropical storms akin to modern day typhoons swept across the large tropical seas that flooded Ontario between 600 and 350 million years ago. Their effects were most intense in shallow water where large storm waves stirred up large volumes of sea floor sands and deposited them as distinctive beds called 'tempestites.',n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S46a.jpg,sitePictures/S46b.jpg,sitePictures/S46c.jpg,sitePictures/S46d.jpg
5,365,S47,Eramosa Karst,,43.18416667,-79.80583333,Some of Southern Ontario's rocks are wasting away because they are made of Minerals that easily dissolve in water. Paleozoic limestones and dolostones that underlie large areas along the Niagara Escarpment and to the northeast of Kingston shows many features that form when water flows through such rocks rather than on their surface.  These features are referred to as 'karst' landforms. A great example is preserved at Eramosa close to Hamilton in the community of Stoney Creek; another example occurs at Wodehouse (Site W14).,n,NA,NA,NA,NA,NA,n,16,,NA,sitePictures/S47a.jpg,sitePictures/S47b.jpg,sitePictures/S47c.jpg,sitePictures/S47d.jpg
1,366,S48,Rock Fall!,Collapse of the Schoellkopf Power Station,43.092075,-79.063389,"Niagara Gorge is slowly lengthening as the Lockport Dolostone cap rock is slowly undermined and the cap rock  breaks off, falling to the foot of Niagara Falls. At the same time, the gorge is also widening because the very steep side slopes are being undermined by groundwater. Large rock falls have occurred in historic times at Niagara Glen where enormous blocks of dolostone have tumbled down to river level. In the spring, 1956, an estimated 120,000 tonnes of dolostone cap rock fell into the Gorge on the American side, just downstream of the Rainbow Bridge with a power station going with it.",y,43.093331,-79.067718,114.1,1,0.28,n,17,,NA,sitePictures/S48a.jpg,sitePictures/S48b.jpg,sitePictures/S48c.jpg,sitePictures/S48d.jpg
3,367,S49,Going Deep,The New Niagara Tunnel,43.066331,-79.0531,"Harnessing the enormous power of Niagara Falls has always been a dream. The largest hydroelectric scheme in Ontario was completed in 1922 with Sir Adam Beck I generating station at Queenston; then the largest in the world.  Water was diverted northwards by canal from the Welland River. Sir Adam Beck II was added in 1954 and this is fed by tunnels and a canal (Site S54) that take off water from the Niagara River above Niagara Falls. New efficiencies at the power stations mean they can now use more water to create even more power. To deliver the extra water to Adam Beck (at a rate of some 500 cubic metres every second) a new tunnel is being constructed deep below the old supply tunnels. At its deepest point below the city of Niagara Falls it is 140 metres underground and follows the route of Stanley Avenue. It will allow the generation of new additional power sufficient to supply a city of 400,000 people, opening a new chapter in harnessing the Niagara River.",y,43.066163,-79.053937,55.61,0,0,n,16,,NA,sitePictures/S49a.jpg,sitePictures/S49b.jpg,sitePictures/S49c.jpg,sitePictures/S49d.jpg
4,323,S5,Seaton Trail,A Hike Through the Last Ice Age,43.869366,-79.131615,"The last ice age in Ontario had dramatic effects on the landscape eroding it to form lake basins and elsewhere leaving thick mantles of glacial sediments. Glacial deposits are well seen near Toronto along the spectacular Scarborough Bluffs (see sites S7, S8, S9) and along many cliffs around the rapidly eroding shores of the Great Lakes (e.g., W2). A very common type of glacial sediment is called 'till' which is a complete mixture of everything from large boulders through cobbles, sand and clay. Till is an old Scottish work for 'stony ground.' A great place to see high cliffs cut in till is along the valley of Duffins Creek in Pickering on the Seaton Hiking Trail. ",n,43.869629,-79.131837,157.29,0,0,n,16,,1,sitePictures/S5a.jpg,sitePictures/S5b.jpg,sitePictures/S5c.jpg,sitePictures/S5d.jpg
3,368,S50,Adam Beck Power Station,Niagara Gorge,43.14376667,-79.04469722,The Adam Beck Power Station is a technological marvel using water collected from the Welland River above Niagara Falls to generate hydro power. The water is brought to the plant via a tunnel and a deep canal (the Chippewa-Queenston Power Canal). Hydro was first produced in 1920 and the plant significantly expanded in the late 1950's. The view from the road side pull off by the plant down the length of the Gorge to the north is spectacular. It is named after the politician who brought many small private power companies together in the early years of the 20th century to form Ontario Hydro-Electric Power Commission thereby creating a public grid to better serve Ontarians.,y,43.146822,-79.039566,264.8,NA,-3.15,n,15,,1,sitePictures/S50a.jpg,sitePictures/S50b.jpg,sitePictures/S50c.jpg,sitePictures/S50d.jpg
5,369,S51,In the Red,Forks of the Credit at Caledon,43.820989,-80.022072,"Times past, cities and towns would use local rocks for prominent buildings. Kingston is the most obvious, not for nothing is it known as the Limestone City (Site E41). Other buildings used glacial erratic boulders (Sites C32, C45, S105, S115). Many old buildings in Toronto are made of Silurian-age Whirlpool Sandstone having a deep-red colour, the famous 'Credit Valley Red' that was formerly quarried during the late nineteenth century from Forks of the Credit in Caledon. The Whirlpool Sandstone is usually a pale straw colour where it outcrops  along the walls of the Niagara Gorge for example (See sites S35, S50). Old City Hall, much of the Ontario Legislative Building at Queen's Park (S82), Victoria College (S88) and McMaster Hall (S80) are made of this very distinctive and very easily carved rock. Good outcrops occur at the Forks of the Credit Provincial Park 24 kilometres northwest of Brampton near the Bruce Trail.",n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S51a.jpg,sitePictures/S51b.jpg,sitePictures/S51c.jpg,sitePictures/S51d.jpg
3,370,S52,Niagara Wines,,43.185997,-79.392829,"The Niagara Escarpment in the Niagara Peninsula resembles a giant staircase. Prominent steps or ""benches"" mark the outcrop  of harder sandstones  and limestones  within softer shales lying below the thick Lockport Dolostone cap rock. The benches can be readily appreciated by driving (or cycling!) any of the roads that climb the Escarpment , such as Highway 24 south from Vineland (Exit 57 on the Queen Elizabeth Highway). These flat benches are ideal for growing vines and produce world-class wines because of the special climate of the area and well drained soils. The 43 degree latitude is exactly the same as the red wine areas of Chianti in Italy, Rioja in Spain and Provence in France and the area is the world's largest producer of ice wines.",n,NA,NA,NA,NA,NA,n,14,,NA,sitePictures/S52a.jpg,sitePictures/S52b.jpg,sitePictures/S52c.jpg,sitePictures/S52d.jpg
3,371,S53,Robert Moses Power Station,and Rock Outcrop,43.14195,-79.0394,"The view point at Adam Beck Power Station provides one of the best overlooks of the geology of the Niagara Escarpment and Gorge. Look across to the Robert Moses Generating Station on the US side of the Gorge and there is an almost complete section. Right at river level is the bright red coloured Queenston Shale. The harder Whirlpool Sandstone forms the prominent cliff above which in turn, is overlain by the red-coloured Grimsby Sandstone. Above this, several harder limestones create small steps, and near the top the much softer grey coloured Rochester Shale lies below the straw coloured 'cap rock' of the hard Lockport Dolostone. Up river towards the Whirlpool (Site S35), the Queenston disappears below river level and the Whirlpool Sandstone outcrops extensively at the base of the Gorge. ",y,43.144914,-79.044946,123.28,0,-0.31,n,15,,1,sitePictures/S53a.jpg,sitePictures/S53b.jpg,sitePictures/S53c.jpg,sitePictures/S53d.jpg
3,372,S54,Chippewa-Queenston Power Canal,,43.08924722,-79.11547222,The Adam Beck Power Station uses water collected from the Welland River above Niagara Falls to generate hydro power. The water is brought northwards to the plant via a tunnel and a deep canal (the Chippewa-Queenston Power Canal) most easily seen from Lundy's Lane in Niagara Falls.  A new tunnel is presently being completed to expand power production (Site S49).,y,43.089257,-79.115392,3.68,0,6.53,n,16,,1,sitePictures/S54a.jpg,sitePictures/S54b.jpg,sitePictures/S54c.jpg,sitePictures/S54d.jpg
4,373,S55,Behind Niagara Falls,,43.07920833,-79.07909167,"At Table Rock right by Niagara Falls, it is possible to travel behind Niagara Falls and experience the power, noise and vibration close up to the falls themselves. An elevator descends to a Series of tunnels that lead to the falls. An outside viewpoint also affords a superb close up (and usually very wet!) view of water cascading over the hard cap rock of the Niagara Escarpment. Not to be missed!",n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S55a.jpg,sitePictures/S55b.jpg,sitePictures/S55c.jpg,sitePictures/S55d.jpg
3,374,S56,The Hennepin Plaque,Retreat of Niagara Falls,43.08438889,-79.07689167,"Niagara Falls were first seen by a European in 1678 but they weren't where they are today. They were in fact some several hundred metres downstream (to the north). Louis Hennepin painted the falls and geologists have figured out where they were at that time. Walk to the Falls from the plaque on the Niagara Parkway carefully counting your paces, and figure out the average retreat rate of the falls every year.  It slowed down considerably after 1900 with water taken off upstream of the Falls for hydro-electric power construction (See Site S52) but before that they retreated at an average rate of 1 metre every year! Nowadays their retreat has slowed to a few centimetres a year except for large rock falls (Site S48).",n,NA,NA,NA,NA,NA,n,16,,NA,sitePictures/S56a.jpg,sitePictures/S56b.jpg,sitePictures/S56c.jpg,sitePictures/S56d.jpg
5,375,S57,Red Rocks,,43.127675,-79.05710833,Arizona has a lot of red rock but so too does Ontario (See S24). The trail down from Niagara Glen (Site S35) reaches river level close to a superb outcrop of the bright red Queenston Shale where it overlain by the Whirlpool Sandstone. See also sites S53 and S58. The shale was deposited about 400 million years ago in a shallow sea that was filled in by rivers bringing in enormous volumes of sand from high mountains whose stumps are now the Appalachians. Look for 'cross-bedding ' and ripples on fallen blocks of sandstone which record the movement of sand in an ancient river flowing north into what is now Ontario.,n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S57a.jpg,sitePictures/S57b.jpg,sitePictures/S57c.jpg,sitePictures/S57d.jpg
5,376,S58,Art Park,,43.161175,-79.04418056,"Art Park is one of western New York's premier centres for the performing arts and lies on the US side of Niagara Gorge right opposite Queenston Heights close to the historic town of Lewiston, New York. Trails from Art Park lead upstream inside the Gorge following the route taken by an electric railway until it was closed by a rock fall. Look out for the distinctive overhanging cap of the Whirlpool Sandstone  where it rests on the much softer and bright red Queenston Shale below. For the equivalent Canadian outcrop, go to site S57 . ",n,NA,NA,NA,NA,NA,n,16,,NA,sitePictures/S58a.jpg,sitePictures/S58b.jpg,sitePictures/S58c.jpg,sitePictures/S58d.jpg
1,377,S59,Earthquake!,,43.5695,-79.693,"Large earthquakes 440 million years ago are recorded by strangely bent sandstones of the Georgian Bay Formation exposed along the Credit River just downstream from the Eglinton Avenue road bridge in Mississauga These rocks formed as flat layers on an ancient ocean floor but were contorted into round, weirdly shaped masses called ""pillows"" when the seafloor was violently shaken by earthquakes.",n,NA,NA,NA,NA,NA,n,16,,NA,sitePictures/S59a.jpg,sitePictures/S59b.jpg,sitePictures/S59c.jpg,sitePictures/S59d.jpg
3,324,S6,Hooking Stones,,0,0,"We've already noticed the general absence of rock exposed in the immediate Toronto area because of the thick cover of glacial sediments (Sites S17 & S45). To make up for the lack of building stones, Victorians used their ingenuity to dredge for rocks exposed underwater in Lake Ontario - an occupation called 'stonehooking'.",n,NA,NA,NA,NA,NA,n,16,,1,sitePictures/S6a.jpg,sitePictures/S6b.jpg,sitePictures/S6c.jpg,sitePictures/S6d.jpg
3,378,S60,The Air Canada Center,,43.644154,-79.378452,The Air Canada Centre retains the old Canada Post Office Building constructed in 1941. Its exterior is decorated with beautifully carved panels of Queenston Limestone but which had deteriorated as a result of dissolution of the rock by acid rain as a consequence of the growth of the mineral gypsum (calcium sulphate). This creates 'blooms' on rock surfaces eventually leading to its disintegration and spalling. The panels have been restored and a display inside the building tells the story.,y,NA,NA,224.64,0,-30.29,n,16,,NA,sitePictures/S60a.jpg,sitePictures/S60b.jpg,sitePictures/S60c.jpg,sitePictures/S60d.jpg
3,379,S61,CN Tower,,43.642069,-79.38578,"The CN Tower was completed in 1975,is 550 metres high and contains 40,523 tonnes of concrete and weighs a total of 117,000 tonnes. It is made of a hollow 'Y' construction which allows elevators and a stairwell to be placed inside and steel cables to be strung from top to bottom to help resist swaying in high winds and earthquakes. Its foundation lies 15 metres below the ground and consists of 6 metres thick concrete feet excavated into shales of the Georgian Bay Formation, much of it was done by hand to prevent disturbance of the surrounding rock. Other steel cables are laid horizontally across its base to prevent tensile stresses resulting from spreading of the foundation.  ",y,NA,NA,308.48,0,-52.47,n,16,,2,sitePictures/S61a.jpg,sitePictures/S61b.jpg,sitePictures/S61c.jpg,sitePictures/S61d.jpg
3,380,S62,Convocation Hall,,43.66076389,-79.39533611,Convocation Hall on the St. George Campus of University of Toronto is built of bricks that were made at the Don Valley Brickyard from mud-rich rocks (shales) of the Georgian Bay Formation. A display at the newly renovated Brickworks site on Bayview Avenue (Site S15) shows how much of the early skyline of Toronto was the product of Don Valley Brickworks.,y,43.660806,-79.394953,249.84,0,-15.97,n,17,b,1,sitePictures/S62a.jpg,sitePictures/S62b.jpg,sitePictures/S62c.jpg,sitePictures/S62d.jpg
5,381,S63,Devonian Square,,43.657563,-79.379786,"Devonian Square at 350 Victoria Street just east of Yonge Street in downtown Toronto is a great place to stop, buy a coffee, and hang out among big rocks. Huge glacial erratic boulders some weighing 100 tons or more sit in a pond in summer which is converted to a skating rink in winter. Enjoy rocks of the Canadian Shield without ever leaving the city.",y,NA,NA,88.71,0,-5.59,n,17,,1,sitePictures/S63a.jpg,sitePictures/S63b.jpg,sitePictures/S63c.jpg,sitePictures/S63d.jpg
3,382,S64,"Whitney Block, Queen's Park","99 Wellesley Street, Toronto",43.662745,-79.390158,"This fine example of a neo-gothic style skyscraper of the 1920's built with Queenston Limestone quarried at the Queenston Quarry. It was completed in 1926 and the tower was added in 1932. Look out for ornaments on the face of the building that depicts Ontario's mining industry. It is located on: 99 Wellesley Street, Toronto.",y,NA,NA,71.4,0,-25.17,n,16,,2,sitePictures/S64a.jpg,sitePictures/S64b.jpg,sitePictures/S64c.jpg,sitePictures/S64d.jpg
3,383,S65,Royal Ontario Museum,"100 Queens Park,Toronto",43.6685,-79.394353,The Royal Ontario Museum on Bloor Street north of Queen's Park was opened in 1914 as 'the University of the People' and underwent a major expansion in 1933 and more controversially with the addition of the Michael Lee-Chin crystal in 2007. It has a notable collection of dinosaurs and minerals. The exterior of the building is clad in slabs of crinoidal Queenston Limestone at the base and grey and red varieties of the Whirlpool Sandstone. Brecciated marble from Bancroft finish the interior of the lobby.   ,y,NA,NA,215.53,0,-15.89,n,17,,2,sitePictures/S65a.jpg,sitePictures/S65b.jpg,sitePictures/S65c.jpg,sitePictures/S65d.jpg
5,384,S66,Department of Earth Sciences Rock Walk,,43.660369,-79.398861,"The rock walk outside the Department of Earth Sciences on the University of Toronto campus (at the intersection of Russell Street and Huron Street, just north of College and west of Spadina Avenue) has a fine collection of Ontario's most common rock types from the Canadian Shield . These include stretched pebble conglomerates from near Kaladar (Sites E9 , E10), and nepheline syenite  (C62).",y,NA,NA,304.72,0,3.23,n,17,b,1,sitePictures/S66a.jpg,sitePictures/S66b.jpg,sitePictures/S66c.jpg,sitePictures/S66d.jpg
3,385,S67,Schoellkopf Geologic Museum,,43.093435,-79.062024,"Schoellkopf Geologic Museum is an excellent place to begin your exploration of the Niagara Gorge. An interpretation center explains the origin of the gorge, and access points for hikes. Note the collapsed powerplant that occurs behind the museum site (S48).",y,43.093104,-79.061533,304.06,0,-2.83,n,16,,NA,sitePictures/S67a.jpg,sitePictures/S67b.jpg,sitePictures/S67c.jpg,sitePictures/S67d.jpg
3,386,S68,A.P Coleman,,43.695137,-79.38485,"A.P. Coleman (1852-1932) was Professor of Geology at the University of Toronto and discovered the warm climate deposits about 100,000 years old in the Don Valley Brickyard (Site S15). He is also credited with first recognizing the much older (2.4 billion years) glacial deposits of the Gowganda Formation in northern Ontario (Sites N8, N9 & N10).  Fittingly, his memorial stone in Mount Pleasant Cemetery in Toronto (Section 20, Lot 98) is a large glacial erratic boulder carried south from the Canadian Shield by the last great ice sheet to have invaded Ontario about 20,000 years ago. Coleman made the first detailed geology map of the city of Toronto (1913).",n,NA,NA,NA,NA,NA,n,13,,2,sitePictures/S68a.jpg,sitePictures/S68b.jpg,sitePictures/S68c.jpg,sitePictures/S68d.jpg
3,387,S69,Bancroft Marble at the Guild Inn,,43.747944,-79.191857,"Marble is a very common metamorphic rock across the easternmost part of the Canadian Shield  in central Ontario (Sites E2, E4, & E44).  Usually it is of too poor quality to quarry as a building stone it has only been rarely used as such with a notable exception. The Bank of Toronto (built in 1912 and demolished in 1966) used marble from Bancroft (See Site C50). Columns and friezes are preserved as part of a Greek theatre within the grounds of the Guild Inn in Scarborough now popular as a background for wedding parties.",n,NA,NA,NA,NA,NA,n,16,,2,sitePictures/S69a.jpg,sitePictures/S69b.jpg,sitePictures/S69c.jpg,sitePictures/S69d.jpg
1,325,S7,Sylvan Park,,43.727,-79.214,"The prominent cliffs of the Scarborough Bluffs are made of sediments from our most recent ice age, the Wisconsin Glaciation. At Sylvan Park look for tilted beds in the sands (""cross bedding"") that records the southerly flow of the river. The climate was cold, like Canada's Arctic today.",n,NA,NA,NA,NA,NA,y,16,,1,sitePictures/S7a.jpg,sitePictures/S7b.jpg,sitePictures/S7c.jpg,sitePictures/S7d.jpg
3,388,S70,Canadian Imperial Bank of Commerce,,43.648799,-79.379203,"This splendid Art Deco building was designed by Pearson and Darling, and finished in 1930. It has a steel frame clad in limestone. It was the tallest building in Canada until 1962. ",y,43.648865,-79.379238,122.04,0,-23.84,n,17,,2,sitePictures/S70a.jpg,sitePictures/S70b.jpg,sitePictures/S70c.jpg,sitePictures/S70d.jpg
3,389,S71,Canadian Volunteers Monument,,43.66265,-79.393342,"Built in 1870 at the eastern boundary of the University of Toronto campus at Queen's Park, to commemorate those men (many of whom were university students) who fought and died at the Battle of Ridgeway against the Fenians during the Fenian Raid of 1866 (Site S40).",y,43.662694,-79.393064,261.77,0,-3.46,n,17,,2,sitePictures/S71a.jpg,sitePictures/S71b.jpg,sitePictures/S71c.jpg,sitePictures/S71d.jpg
5,390,S72,College Park,,43.660929,-79.383302,The old Eaton's Department store on the corner of College and Yonge Streets in Toronto is constructed of the famous 'Tyndall Stone' which is a limestone  quarried in Manitoba. It is one of the most popular building stones in Canada because of its attractive mottled appearance and warm colour. It was used extensively in the interior of the Parliament Buildings in Ottawa (Site E23). The mottled appearance is due to 'bioturbation ' (mixing) by animals when the limestone  was still very soft sediment on an ancient (Ordovician) sea floor some 450 million years ago. The branching tube-like marks are burrows left by these organisms mining their way through sediment in search of food.,y,43.660998,-79.382956,272.42,0,-29.66,n,17,,2,sitePictures/S72a.jpg,sitePictures/S72b.jpg,sitePictures/S72c.jpg,sitePictures/S72d.jpg
